DOCUMENTO;ZONAFRANCA?;FECHA;CLIENTE;NOMBRE;BUQUE;ARTICULO;DESCRIPCION;UD;UNIDADES;KG.BRUTOS;KG.NETOS;KG.FACTURAR;P.V.P.;DTO.;IMPORTE;P.COSTE
222277;S;31/01/2023;9998;ENTREPOT NAVAL, SL;ENTREPOT NAVAL;X25;GUANTES SHOWA AZUL R/660-9/L;U;10;2;1;;3,99;;39,9;1,9
222277;S;31/01/2023;9998;ENTREPOT NAVAL, SL;ENTREPOT NAVAL;A80;CALCETINES;U;1;0.21;0.1;;5,2;;5,2;1,75
222277;S;31/01/2023;9998;ENTREPOT NAVAL, SL;ENTREPOT NAVAL;G31;PAN RALLADO 1/250grs;U;4;1;1;;0,53;;2,12;0,392
222277;S;31/01/2023;9998;ENTREPOT NAVAL, SL;ENTREPOT NAVAL;AJ9;SALSA SOJA KIKKOMAN 1/250ml;U;5;1.4;1.25;;3,6;;18;2,49
222335;S;03/01/2023;1007;PESQUEIRA ILHA BRAVA, LDA.;ILHA BRAVA;AF1;GRAPADORA CT-2000/5 MUELAS;U;4;40;36;;263,9;;1055,6;204
222335;S;03/01/2023;1007;PESQUEIRA ILHA BRAVA, LDA.;ILHA BRAVA;A70;GRAPA NIQUEL 2.8x18 C/2.000und;U;4;40;20;;0,076;;608;0,0561
222335;S;03/01/2023;1007;PESQUEIRA ILHA BRAVA, LDA.;ILHA BRAVA;AC6;GRAPA COBRE 4.2x18 C/500und;U;2;4.6;4.6;;0,181;;181;0,083
222335;S;03/01/2023;1007;PESQUEIRA ILHA BRAVA, LDA.;ILHA BRAVA;A70;GRAPA NIQUEL 2.8x18 C/2.000und;U;2;20;10;;0,076;;304;0,0561
222335;S;03/01/2023;1007;PESQUEIRA ILHA BRAVA, LDA.;ILHA BRAVA;0O4;GUANTES LANA;U;120;8.46;8.4;;0,39;;46,8;0,227
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;E20;ARROZ GRANO LARGO 1/KILO;K;30;30.74;30;;1,2;;36;0,87
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;J07;CAFE SOLUBLE DESCAFEINA 1/200g;U;4;1;0.8;;3,57;;14,28;2,55
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;L64;COLA CAO ORIGINAL 1/800 gr;U;3;2.55;2.4;;6,34;;16,59;4,69
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;GN1;"GALLETAS MARIA ""MB"" 4/200gr";U;10;9;9;;1,65;;16,5;1,18
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;T61;MAIZ DULCE 1/500gr;U;6;6;4.8;;1,05;;5,88;0,75
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;L28;ALUBIA BLANCA PAQUETE KILO;K;3;3.3;3;;2,52;;7,56;1,8
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;L27;LENTEJA CASTELLANA 1/KILO;K;2;2.2;2;;2,03;;3,76;1,45
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;HN1;GRELOS AL NATURAL 1/500gr;U;12;6;5.7;;1,87;;19,56;1,38
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;E18;SERVILLETAS 33X33 1/PAQUETE;U;15;1.42;1.4;;0,78;;11,7;0,56
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;GZ8;PAPEL COCINA MULTIUSOS GRANDE;U;2;0.5;0.37;;3,29;;5,3;2,35
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;N35;LEJIA NORMAL LITRO;U;20;22;20;;0,49;;9,4;0,35
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;800;AGUA SANA S/GAS 6/1500ml;U;17;170;153;;0,28;;28,56;0,198
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;GP2;LAVAVAJILLAS FAIRY 1/615ml;U;16;11;9.84;;2,37;;37,92;1,75
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;327;DISICLIN LIMPIADR LAVANDA 1/LT;U;6;7.5;6;;1,29;;6,66;0,95
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;0L3;QUESO EDAM BARRA 1/PIEZA;K;1;3.5;3.47;3.7;8,64;;29,98;6,4
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;OM0;BARRA MEIGA MEDITERRA.23/275GR.;U;2;20;12.65;;0,67;;33,12;0,4463
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;429;ALAS POLLO CONGELADAS;K;2;10.25;10;10;3,99;;23;2,85
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;132;MUSLOS DE POLLO-Traseros Pollo;K;2;10.38;10;10;2,97;;21;2,2
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;H54;SALCHICHON BARRA;K;1;2;1.7;1.9;6,62;;8,42;4,724
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;H56;CHORIZO BARRA/VELA;K;1;2;1.89;2;6,87;;10,66;4,905
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;595;OREJAS DE CERDO SALADAS;K;1;1;1;1;4,73;;4,73;3,5
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;594;COSTILLA CERDO CARNUDA SALADA;K;1;3;2.34;2.40;6,61;;15,47;4,5
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;GG5;AZUCAR BLANQUILLA 1/KILO;K;8;8.33;8;;1,75;;14;1,29
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;719;RABOS CERDO SALADOS;K;1;1.1;1.05;1.10;4,12;;4,33;3,05
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;718;PATAS DE CERDO SALADAS;K;1;1.2;1.1;1.10;2,97;;3,27;2,2
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;2A3;CHORIZO COCIDO;K;1;1;1;1;8,43;;6,17;4,35
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;2EY;COSTILLA CERDO MEDIA CONGELADA;K;1;8;7.95;8;4,62;;36,73;3,3
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;131;LENGUAS VACUNO CONGELADAS;K;1;4;3.6;3.60;6,89;;24,8;5,1
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;R74;AGUJA TERNERA C/HUESO;K;1;6;5.78;5.9;9,1;;54,62;7
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;135;RABOS VACUNO Congelados;K;1;4;3.42;3.6;11,44;;39,12;8,8
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;706;CHORIZO CRIOLLO;K;1;3;2.14;2.20;5,74;;12,28;4,1
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;1UA;CHULETA CERDO CONG.;K;1;6;5.65;5.7;5,22;;29,49;3,4
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;315;FILETE TERNERA;K;1;6;5.8;5.80;13,72;;79,58;9,8
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;X92;CREMA CACAO 2 CREMAS 1/500gr;U;2;1;1;;2,59;;5,18;1,85
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;B96;CHULETAS TERNERA;K;1;15;14.7;14.7;11,13;;163,61;7,95
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;2F0;COSTILLA TERNERA TIRA CONGELAD;K;1;7;6.15;6.20;6,68;;41,08;4,95
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;T61;MAIZ DULCE 1/500gr;U;6;6;4.8;;1,05;;5,88;0,75
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;983;MANTEQUILLA S/SAL 1/250gr;U;2;0.5;0.5;;3,75;;8,6;2,675
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;R63;HARINA PAQUETE KILO;K;4;4;4;;0,87;;3,48;0,62
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;OY1;LECHE CONDENSADA C/C 1/397gr;U;2;0.83;0.79;;1,65;;2,88;1,192
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;P58;TOMATE FRITO SOLIS BRIK/350gr;U;12;6;4.2;;0,77;;9,24;0,55
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;L14;SAL FINA YODADA 1/KILO;K;4;4.8;4;;0,29;;1,12;0,19
222338;S;02/01/2023;42;ANTONIO Y SAMUEL;ZAMORA II;SU7;FILETE CABALLA A/VEG 1/Lata;U;10;1.2;1;;1,19;;11,5;0,85
222353;S;05/01/2023;855;PESQUERA LELOMAR, S.L.;NUEVO SALMON;M94;TANZA 3.60 ROJO PT 5M;K;1;103.26;103.26;110.60;6,6;;681,52;5,6
222357;S;02/01/2023;1221;SEMANA DEDICADA - ACTIVIDADES PESCA LDA;AGUA SANTAS;800;AGUA SANA S/GAS 6/1500ml;U;50;500;450;;0,28;;84;0,198
222357;S;02/01/2023;1221;SEMANA DEDICADA - ACTIVIDADES PESCA LDA;AGUA SANTAS;97;COCA-COLA EN LATAS 24/33cc;U;5;46.5;39.6;;0,62;;74,4;0,48
222358;S;02/01/2023;1221;SEMANA DEDICADA - ACTIVIDADES PESCA LDA;AGUA SANTAS;QE4;TANZA 2.00 NEUTRA PT 1/500mt;K;14;27.19;25.39;32.9;6,4;;157,42;5,6
222358;S;02/01/2023;1221;SEMANA DEDICADA - ACTIVIDADES PESCA LDA;AGUA SANTAS;P35;TANZA 2.20 NEUTRA 1/500mt;K;6;15.09;13.96;17.15;6,4;;86,55;5,6
222358;S;02/01/2023;1221;SEMANA DEDICADA - ACTIVIDADES PESCA LDA;AGUA SANTAS;P35;TANZA 2.20 NEUTRA 1/500mt;K;5;12.43;11.66;14.25;6,4;;72,29;5,6
222358;S;02/01/2023;1221;SEMANA DEDICADA - ACTIVIDADES PESCA LDA;AGUA SANTAS;Z28;TUBO PLASTICO AZUL 60cm;K;2;44.62;44.55;45;3,2;;142,56;2,09
222358;S;02/01/2023;1221;SEMANA DEDICADA - ACTIVIDADES PESCA LDA;AGUA SANTAS;Y28;TUBO PLASTICO AZUL 100cm;K;1;19.74;19.6;20.5;3,2;;62,72;1,4
222358;S;02/01/2023;1221;SEMANA DEDICADA - ACTIVIDADES PESCA LDA;AGUA SANTAS;J52;PILA PROCELL CONSTANT C/638Und;U;2;34;30;;0,25;;319;0,22
222359;S;03/01/2023;1105;PARALELO SOCIEDADE de PESCAS LDA;PARALELO;2G1;POTA S ARRASTRE CAJA GRANDE;K;113;3171.65;3022.04;3051;2,85;;8612,81;2,5
222364;S;02/01/2023;1221;SEMANA DEDICADA - ACTIVIDADES PESCA LDA;AGUA SANTAS;X24;"BAGUETTE NORMAL ""TYP"" 35/250g";U;3;33;26.25;;0,57;;59,85;0,432
222364;S;02/01/2023;1221;SEMANA DEDICADA - ACTIVIDADES PESCA LDA;AGUA SANTAS;M55;CHOCO 500/1000 SUCIO-CONGELADO;K;1;12.55;12;12;7,25;;87;5,8
222366;S;03/01/2023;1105;PARALELO SOCIEDADE de PESCAS LDA;PARALELO;U08;CABALLA 3/4 ARRANKOBA-CEBO P.;K;150;3150;3000;;1,88;;5640;1,87
222369;S;03/01/2023;1105;PARALELO SOCIEDADE de PESCAS LDA;PARALELO;2D2;POTA S ARRASTRE ENTERA BOLSA/P;K;162;2006.66;1942.21;2000;2,85;;5535,3;2,45
222369;S;03/01/2023;1105;PARALELO SOCIEDADE de PESCAS LDA;PARALELO;U08;CABALLA 3/4 ARRANKOBA-CEBO P.;K;50;1050;1000;;1,88;;1880;1,87
222369;S;03/01/2023;1105;PARALELO SOCIEDADE de PESCAS LDA;PARALELO;2D2;POTA S ARRASTRE ENTERA BOLSA/P;K;2;24.95;24.21;78;2,85;;69;2,45
222389;S;05/01/2023;855;PESQUERA LELOMAR, S.L.;NUEVO SALMON;M94;TANZA 3.60 ROJO PT 5M;K;1;103.26;103.26;110.60;6,6;;681,52;5,6
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;419;ACEITE OLIVA SUAVE LITRO;U;15;15.48;15;;4,42;;69;3,68
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;793;CALLOS LATA S/GARB 1/625gr;U;5;3.33;3.12;;4,18;;22,5;3,213
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;DT8;PIMIENTO MORRON 1/500grs;u;24;24;12;;1,11;;23,76;0,85
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;HN1;GRELOS AL NATURAL 1/500gr;U;24;12;11.4;;1,8;;39,6;1,38
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;M45;CALDO POLLO 12 PASTILLAS;U;15;1.87;0.93;;0,6;;9;0,337
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;L32;CALDO CARNE 12 PASTILLAS;U;15;1.87;0.93;;0,6;;9;0,3372
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;P60;CALDO PESCADO 12 PASTILLAS;U;15;1.87;1.87;;0,6;;9;0,3372
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;X42;AZAFRAN/COLORANTE ALIM C/100sb;U;1;0.4;0.4;;4,23;;4,98;3,25
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;S46;PIMENTON DULCE B.I.;U;1;1;1;;7,6;;11,67;3,75
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;S47;PIMENTON PICANTE BI.;U;1;1;1;;7,6;;9,8;3,67
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;G31;PAN RALLADO 1/250grs;U;8;2;2;;0,51;;4,4;0,392
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;GN3;ACEITE GIRASOL LITRO;U;45;50.99;45;;2,34;;114,75;1,95
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;L14;SAL FINA YODADA 1/KILO;K;6;7.2;6;;0,29;;1,62;0,19
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;U62;AGUJAS EN ACEITE-125RR 1/LATA;U;20;4;2.53;;1,3;;21,6;1
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;823;ATUN AC/VEGETAL RO-1000 1/KG;U;10;11.66;10;;7,15;;70,9;5,5
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;FQ2;CHAMPI¥ON LAMINADO 1/500gr;U;10;5.82;5;;0,94;;9,2;0,72
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;2BH;PEREJIL HOJA B.I.;U;1;0.21;0.11;;4,1;;2,77;2,05
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;DB2;ACEITUNA S/H 1/80gr;U;4;0.44;0.32;;0,51;;1,88;0,39
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;DB2;ACEITUNA S/H 1/80gr;U;8;0.88;0.64;;0,51;;3,76;0,39
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;N46;PASTEL ROYAL QUESO FRESA 1/325;U;16;8;5.33;;2,93;;50,4;2,25
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;X38;FLANIN EL NI¥O PTE/6SOBR-192gr;U;5;1.54;1;;1,2;;5,55;0,92
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;P70;DULCE MEMBRILLO TARRINA 400gr;U;11;5.5;4.4;;0,96;;10,67;0,735
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;874;VINAGRE BLANCO 1/LITRO;U;2;2.16;2;;0,72;;1,42;0,55
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;P70;DULCE MEMBRILLO TARRINA 400gr;U;1;0.5;0.4;;0,96;;0,97;0,735
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;FQ3;FLAN ROYAL 8 UNDS 1/186grs;U;17;4.25;3.18;;1,38;;22,95;1
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;FQ3;FLAN ROYAL 8 UNDS 1/186grs;U;3;0.75;0.56;;1,38;;4,05;1
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;FQ4;CARAMELO LIQUIDO ROYAL 1/400gr;U;2;0.92;0.8;;1,95;;4,06;1,5
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;DT9;HARINA MAIZENA 1/700grs;U;2;1.5;1.4;;3,43;;6,86;2,25
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;Z02;PIMIENTA BLANCA MOLIDA B.I.;U;1;1;1;;11,93;;13,5;8,52
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;Z20;CANELA RAMA B. I.;U;3;6;3;;11,64;;126;8,95
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;RE2;LEVADURA ROYAL 5Sob.80grs Paq.;U;2;0.23;0.16;;1,85;;3,7;1,42
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;2DQ;LAUREL HOJA BOTE IND.;U;2;0.22;0.2;;3,5;;4,72;1,75
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;FX6;MERMELADA FRESA 1/350gr;U;6;2.49;2.1;;0,98;;5,16;0,75
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;T63;PASTA ESPAGUETI 1/500Gr;U;20;10.55;10;;0,87;;17,6;0,59
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;1SZ;AJINOMOTO KG.;U;2;2;2;;8,75;;17,06;6,32
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;Z03;PIMIENTA NEGRA MOLIDA B.I.;U;1;1;1;;9,59;;12,91;6,85
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;0L4;PI¥A ALMIBAR LATA KG.;U;12;12.49;12;;2,21;;27,6;1,7
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;X14;MELOCOTON ALMIBAR 1/KG;U;12;12.42;12;;1,95;;25,2;1,5
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;800;AGUA SANA S/GAS 6/1500ml;U;60;600;540;;0,3;;100,8;0,225
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;97;COCA-COLA EN LATAS 24/33cc;U;10;93;79.2;;0,62;;148,8;0,48
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;0VZ;ARROZ REDONDO 1/KG.;K;24;24.19;24;;1,29;;32,16;0,99
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;R63;HARINA PAQUETE KILO;K;30;30;30;;1,04;;25,8;0,8
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;GG5;AZUCAR BLANQUILLA 1/KILO;K;30;31.24;30;;1,68;;50,1;1,29
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;N46;PASTEL ROYAL QUESO FRESA 1/325;U;2;1;0.66;;2,93;;6,3;2,25
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;T64;PASTA PLUMA-MACARRON 1/500gr;U;18;10.01;9;;0,87;;16,2;0,59
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;AJ9;SALSA SOJA KIKKOMAN 1/250ml;U;6;1.68;1.5;;3,81;;22,86;2,49
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;T66;PASTA FIDEO CABELLIN 1/500gr;U;18;9.9;9;;0,87;;15,3;0,67
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;GN1;"GALLETAS MARIA ""MB"" 4/200gr";U;10;9.11;9;;1,63;;15,9;1,18
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;FX6;MERMELADA FRESA 1/350gr;U;6;2.49;2.1;;0,98;;5,16;0,75
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;GM6;CREMA CACAO 1 CREMA 1/500gr;U;10;5;5;;2,5;;25;1,85
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;E20;ARROZ GRANO LARGO 1/KILO;K;125;128.08;125;;1,13;;150;0,87
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;AO1;LENTEJA PARDINA 1/KILO;K;3;3.3;3;;2,34;;5,28;1,8
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;L28;ALUBIA BLANCA PAQUETE KILO;K;7;7.7;7;;2,34;;17,01;1,8
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;W56;SOPA VERDURAS 24/51gr;U;2;3.4;3.2;;0,56;;23,52;0,2802
222391;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;FQ7;JUDIAS VERDES ANCHAS 1/KILO;U;12;12.99;12;;1,07;;12,84;0,79
222392;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;644;FILETE MERLUZA CON PIEL;K;2;42.26;40;40;6,32;;252,8;5,05
222392;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;B81;"GALLO ""G"" CONGELADO 500/1000";K;2;21.46;20;20;4,88;;97,6;3,9
222392;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;F72;ALAS MERLUZA AUSTRAL/BLANCA;K;2;25.66;24.8;30;5,55;;137,64;2,75
222392;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;W64;HELADO VASO NATA-FRESA 45/125m;U;1;5;4;;0,44;;19,8;0,1666
222392;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;W63;HELADO VASO VAI-CHOCO 45/125ml;U;1;5;4;;0,44;;19,8;0,1666
222392;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;V21;PATATAS PRE-FRITA 3/8-5/2500gr;K;3;37.5;37.5;;1,68;;63;1,18
222392;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;522;PATATAS PRE-FRITA 3/8-4/2500gr;K;1;11;10;;1,68;;16,8;1,25
222392;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;0L3;QUESO EDAM BARRA 1/PIEZA;K;4;14;13.91;14.200;8,39;;116,7;6,4
222392;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;E14;"CAMARON CONGELADO 80/130 ""XG""";K;3;3.19;3;;60;;180;50
222392;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;983;MANTEQUILLA S/SAL 1/250gr;U;12;3;3;;3,61;;43,32;2,675
222392;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;983;MANTEQUILLA S/SAL 1/250gr;U;3;0.75;0.75;;3,61;;10,83;2,675
222392;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;M55;CHOCO 500/1000 SUCIO-CONGELADO;K;2;25.1;24;24;7,54;;180,96;5,8
222392;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;S12;CROQUETAS CONGELADAS;K;1;5;4;4;1,8;;7,2;1,29
222392;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;S12;CROQUETAS CONGELADAS;K;1;5;4;4;1,8;;7,2;1,29
222392;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;493;MENESTRA VERDURAS 4/2500gr;K;1;11;10;;1,47;;14,7;1,13
222392;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;F73;RODAJA DE SALMON H 2/5;K;1;8;8;8;7,77;;62,16;5,75
222392;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;E15;CALAMAR N/4 CONGELADO(12-14cm);K;3;16.62;15.87;16;7,38;;117,12;5,9
222392;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;M81;COLITAS DE RAPE;K;1;17.66;16.69;15;17,16;;286,4;14,3
222392;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;134;POLLOS CONGELADOS;K;1;15.11;14.72;16;3,32;;48,87;2,65
222392;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;0L3;QUESO EDAM BARRA 1/PIEZA;K;8;28;27.83;27.6;8,39;;233,49;6,4
222392;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;211;MEJILLA DE RAPE-ALAS DE RAPE;K;1;27.08;26.37;28;7,02;;185,12;5,4
222392;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;E06;CABRA CONGELADA-RED FISH;K;3;18.79;18;18;5,79;;104,22;4,45
222392;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;E11;MERLUZA 4E AUSTRAL;K;2;23.16;22.53;24;8,15;;183,62;6,5
222393;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;0KM;GRAPA COBRE 1.5x16 C/2.000Und;U;2;20;20;;0,059;;236;0,034
222393;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;K24;"MOSQUETON 3.5X125+SBL ""L"" C/50";U;1;1.35;1.33;;0,76;;48;0,57
222393;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;AD1;MALLA EMB 18H/40A AZUL R/500mt;U;7;56;56;;37;;252;28,5
222393;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;AD2;MALLA EMB 18H/50A ROJO R/500mt;U;6;48;48;;37;;216;28,5
222393;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;N35;LEJIA NORMAL LITRO;U;100;110;100;;0,48;;48;0,35
222393;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;GP2;LAVAVAJILLAS FAIRY 1/615ml;U;80;55;49.2;;2,28;;182,4;1,75
222393;S;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;1WI;DETERGENTE KEL BOLSA 1/500G;U;6;3;3;;1,26;;5,82;0,97
