DOCUMENTO;ZONAFRANCA?;FECHA;CLIENTE;NOMBRE;BUQUE;ARTICULO;DESCRIPCION;UD;UNIDADES;KG.BRUTOS;KG.NETOS;KG.FACTURAR;P.V.P.;DTO.;IMPORTE;P.COSTE
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;W15;MOSQUETON 2.6X100+SBL/L C/100;U;5;16.5;15;;0,68;;340;0,44
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;G84;FUNDA BLANCA 35 cm;K;15;150;150;;3,2;;480;2,46
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;G84;FUNDA BLANCA 35 cm;K;10;100;100;;3,2;;320;2,46
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;h51;FUNDA BLANCA 20 cm;K;5;50;50;;3,2;;160;2,46
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;785;GUANTES SHOWA AZUL R/660-10/XL;U;50;10;5;;3,42;;171;1,9
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;01R;GUANTES MAPA ULTRANI VERDE T/8;U;80;2.6;2.4;;2,3;;184;1,25
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;08R;GUANTES JUBA 5111 T/9;U;30;1.5;1.12;;4,2;;126;3
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;V13;GUANTES FRIO SHOWA MARRON T/10;U;8;1.6;0.8;;9,48;;75,84;6,77
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;J85;MANGUITOS AMARILLO PAR;U;7;4.2;3.73;;5,88;;41,16;4,26
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;J85;MANGUITOS AMARILLO PAR;U;8;4.8;4.32;;5,88;;47,04;4,26
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;GP2;LAVAVAJILLAS FAIRY 1/615ml;U;40;27.5;24.58;;2,36;;94,4;1,75
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;Z48;MALLA AJO 9G/16A ROJO-R/1000mt;U;10;105.5;105;;50,31;;503,1;38,7
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;327;DISICLIN LIMPIADR LAVANDA 1/LT;U;96;120;96;;1,42;;136,32;1,03
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;360;QUITAGRASA ZORKA PISTOLA 750ml;U;20;10;8.3;;2,48;;49,6;1,84
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;N35;LEJIA NORMAL LITRO;U;30;33;30;;0,49;;14,7;0,35
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;1VB;AGUA FUERTE 1.5LT.;U;4;8;6;;1,01;;4,04;0,72
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;AX7;QUITAGRASA KH7 PISTOLA 1/750ml;U;6;6;4.5;;3,3;;19,8;2,39
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;258;FREGONA TIRAS AMARILLAS;U;20;6;6;;0,95;;19;0,64
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;R76;"ESCOBA ""IBERICA SUPER 86"" S/M";U;12;6;6;;1,61;;19,32;0,89
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;R79;DETERGENTE ROPA POLVO 10 KG;U;8;80;80;;16,12;;128,96;8,6
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;X53;LIMPIA HORNOS FORZA 1/300ml;U;12;6;3;;5,45;;65,4;3,95
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;1CF;ESTROPAJO FIBRA VERDE Und.;U;10;2;1;;0,6;;6;0,138
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;AD2;MALLA EMB 18H/50A ROJO R/500mt;U;5;40;40;;37;;185;28,5
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;1CG;ESTROPAJO C/ESPONJA Und.;U;10;2;1;;0,8;;8;0,18
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;1CH;ESTROPAJO C/SALVAU¥AS Und.;U;10;2;1;;1,1;;11;0,217
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;M12;SUAVIZANTE 4000ml;U;8;34.13;32;;2,29;;18,32;1,63
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;0A7;PARES GUANTES HORNO;U;2;1;1;;9,7;;19,4;6,9
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;M65;ESTROPAJO NIQUEL NANAS;U;7;0.31;0.28;;1,2;;8,4;0,249
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;05W;ESTROPAJO NANAS 60gr 1/1;U;17;5.66;4.08;;1,2;;20,4;0,2704
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;M11;PAPEL ALUMINIO R/30mt;U;10;1.87;1.25;;2,43;;24,3;1,76
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;2DA;FILM TRANSPARENTE COCINA-30mt;U;10;3;2;;0,53;;5,3;0,38
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;E18;SERVILLETAS 33X33 1/PAQUETE;U;192;18.39;17.79;;0,78;;149,76;0,56
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;B05;DELANTAL AZUL/MANDILETA COCINA;U;2;0.8;0.5;;5,12;;10,24;3,2
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;AD3;MALLA EMB 18H/60A NARJ R/500mt;U;5;40;40;;37;;185;28,5
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;IE2;ABRELATAS EXPLORADOR;U;2;0.66;0.66;;0,69;;1,38;0,4941
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;U74;CUCHILLO ARCOS Ref/280204;U;2;0.45;0.43;;6,06;;12,12;4,26
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;L61;PA¥O COCINA RIZO COLOR;U;12;1.44;1.44;;0,6;;7,2;0,34
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;951;MANGO DE MADERA ROSCADO;U;20;6.55;6.21;;1,28;;25,6;0,93
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;M97;BRUSHES-CEPILLO SUELO S/PALO;U;12;3.99;3.33;;1,25;;15;0,75
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;Y07;CUBO + ESCURRIDOR CUADRAD 15LT;U;6;6;6;;3,2;;19,2;2,01
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;1YD;DESOXIDANTE FERROKLIN 14KG.;U;5;75;70;;62,92;;314,6;44,94
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;355;TUBO PLASTICO TRANSPRENTE 50cm;K;15;337.33;335.66;341.5;3,4;;1141,24;2,75
230143;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;T48;LUZ EESL AZUL C/100 Und;U;2;16;12;;3,8;;760;2,9
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;558;HELADO BARRA NATA/FRESA Litro;U;10;10;10;;1,15;;10,7;0,89
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;644;FILETE MERLUZA CON PIEL;K;2;42.26;40;40;6,32;;248;5,05
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;J53;LENGUADO N/4 CONGELADO;K;1;10.82;10;10;11,76;;115,5;9,8
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;E11;MERLUZA 4E AUSTRAL;K;4;44.8;42.94;44;7,8;;334,93;6,5
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;E13;MERLUZA ROSADA H/G/T 3 T/F ENV;K;2;24.18;23.45;24;8,88;;208,24;7,25
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;E10;PALOMETA ENTERA CONGELADA;K;2;26;25.8;27;5,5;;141,9;2,75
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;B81;"GALLO ""G"" CONGELADO 500/1000";K;2;21.46;20;20;5,07;;97,6;3,9
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;643;"RAYA PELADA ""G"" CONGELADA";K;1;27;26;29;6,84;;177,84;5,7
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;E06;CABRA CONGELADA-RED FISH;K;1;6.26;6;6;5,79;;34,74;4,45
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;429;ALAS POLLO CONGELADAS;K;4;20.5;20;20;3,71;;44;2,85
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;883;CHULETERO CERDO CENTRO S/SOLOM;K;3;51.88;50.44;54;4,6;;232,02;3,05
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;570;HELADO BARRA 3 GUSTOS Litro;U;10;10;10;;1,15;;10,7;0,89
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;465;COSTILLA CERDO CARNUDA;K;5;52.43;50.92;60;5,59;;284,64;3,45
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;269;COSTILLA TERNERA CONGELADA;K;3;49.42;48.15;51;6,85;;329,83;5,25
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;340;MUSLOS PAVO-Jamoncitos Pavo;K;5;25.18;25;25;3,06;;68,25;2,35
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;132;MUSLOS DE POLLO-Traseros Pollo;K;8;41.53;40;40;2,86;;114,4;2,2
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;568;PECHUGA PAVO CONGELADA;K;4;45;43.78;46;8,87;;388,33;5,95
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;137;PECHUGA POLLO CONGELADAS;K;4;61.82;60;60;6,49;;389,4;4,65
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;134;POLLOS CONGELADOS;K;12;166.2;160.94;160;3,32;;534,32;2,6
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;211;MEJILLA DE RAPE-ALAS DE RAPE;K;2;62.57;57.48;57;7,02;;403,51;5,4
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;Q¥3;TARTA NW.MILANESA 1/1500ML;U;5;9;9;;4,05;;20,25;3
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;G55;TARTA HELADA WHISKY 1500ml;U;5;9;9;;5,67;;26;4,2
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;556;HELADO BARRA VAIN/CHOCO Litro;U;5;5;5;;1,15;;5,35;0,89
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;K12;CHORIZO PAMPLONA BARRA;K;2;14;13.31;13.5;8,1;;99,16;6,21
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;H54;SALCHICHON BARRA;K;2;14;13.2;13.4;6,72;;84,22;4,977
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;H28;MORTADELA SICILIANA;K;1;6;5.17;5.20;3,91;;20,21;2,806
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;L33;BEICON AHUMADO;K;1;11;10.65;10.9;7,5;;79,88;5,768
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;F73;RODAJA DE SALMON H 2/5;K;1;8;8;8;9,2;;79,68;5,75
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;513;CINTA LOMO CERDO CONGELADO;K;8;48;45.84;46;4,55;;199,86;3,35
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;837;HAMBURGUESA POLLO CONGELADA;K;2;8;7.2;7.5;6,15;;50,4;4,55
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;594;COSTILLA CERDO CARNUDA SALADA;K;2;23;21.4;21.6;6,85;;146,59;4,5
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;718;PATAS DE CERDO SALADAS;K;1;11;10.8;10.9;2,86;;29,7;2,2
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;595;OREJAS DE CERDO SALADAS;K;1;11;10;10;4,55;;43,8;3,5
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;W63;HELADO VASO VAI-CHOCO 45/125ml;U;4;20;16;;0,44;;79,2;0,1666
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;719;RABOS CERDO SALADOS;K;1;11;10;10;3,97;;38,2;3,05
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;596;ESPINAZO SALADO-HUESOS XOAN;K;1;11;10;10;3,85;;34,5;2,95
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;597;PANCETA CERDO TRIANGULAR SALDA;K;1;6;5.5;6;6,45;;29,32;4,95
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;b50;CARNE TERNERA COCER;K;15;33;31.65;32;10;;300,04;8
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;b95;CARNE TERNERA GUISAR;K;20;41;40.51;41;9,88;;400,24;8
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;2a3;CHORIZO COCIDO;K;3;25.99;24.99;25;5,68;;141,94;4,35
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;29Z;PINCHO ADOBADO ZORZA CONGELADO;K;2;33;32;32;5,74;;172,8;4,1
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;RB1;HAMBURGUESA TERNERA CONGELADA;K;1;4;3.4;3.6;7,75;;25,09;6,2
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;706;CHORIZO CRIOLLO;K;3;9.99;9;9;5,33;;46,35;4,1
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;B96;CHULETAS TERNERA;K;9;79.99;78.09;78.6;12,6;;937,08;10,5
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;W63;HELADO VASO VAI-CHOCO 45/125ml;U;1;5;4;;0,44;;19,8;0,1666
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;G54;JAMON CERDO S/HUESO-MAZA JAMON;K;4;38;36.04;36.5;4,86;;175,15;3,45
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;138;CARNE PICADA CONGELADA;K;1;16;15;15;5,46;;79,95;4,2
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;B51;CARNE ASAR TERNERA CONG.;k;20;42;41.04;41.4;10;;393,98;8
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;315;FILETE TERNERA;K;12;66;64.05;64.2;11,76;;753,23;9,8
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;W64;HELADO VASO NATA-FRESA 45/125m;U;5;25;20;;0,44;;99;0,1666
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;0L3;QUESO EDAM BARRA 1/PIEZA;K;12;38.25;38.16;41.6;8,39;;320,16;6,1
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;E15;CALAMAR N/4 CONGELADO(12-14cm);K;2;11.08;10.58;11;7,38;;78,08;5,9
230145;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;M55;CHOCO 500/1000 SUCIO-CONGELADO;K;2;24.88;24;24;7,25;;174;5,5
230146;S;23/01/2023;325;CASILMAR GESTION SL;OFICINA CASILMAR;800;AGUA SANA S/GAS 6/1500ml;U;10;100;90;;0,29;;16,8;0,225
230147;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;950;TUBO PLASTICO TRANSPRENTE 70cm;K;15;383.57;381.47;402.5;3,4;;1297;2,3
230147;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;T49;LUZ EESL VERDE C/100 Und;U;2;16;12;;3,8;;760;2,9
230147;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;R71;LUZ EESL VERDE C/50 Und;U;1;6;5;;3,8;;190;2,9
230147;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;0O4;GUANTES LANA;U;400;28.2;28;;0,48;;116;0,227
230147;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;02J;ACEITE RUBIA TI7400 15W40 208L;U;4;834;794;;676;;2704;587,63
230147;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;02J;ACEITE RUBIA TI7400 15W40 208L;U;1;208.5;198.5;;676;;676;587,63
230147;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;AD1;MALLA EMB 18H/40A AZUL R/500mt;U;5;40;40;;37;;185;28,5
230148;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;DH6;CABALLA 3P ARRANKOBA CARNADA;K;600;12600;12000;;1,88;;22560;1,89
230148;S;13/01/2023;777;PESQUERA ZUMAYA SL;ZUMAYA DOUS;2G1;POTA S ARRASTRE CAJA GRANDE;K;212;5950.35;5669.68;5895;2,85;;19843,88;2,5
230149;S;13/01/2023;133;PESQUERA COLOMBO S.L.;CUPLE;2G1;POTA S ARRASTRE CAJA GRANDE;K;112;3143.58;2995.3;3039;2,85;;8536,61;2,5
230150;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;GG5;AZUCAR BLANQUILLA 1/KILO;K;1;1.04;1;;1,66;;1,66;1,23
230150;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;IC2;FRITADA A ROSALEIRA 1/500GR;U;12;6;5.48;;2,12;;25,44;1,57
230150;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;P58;TOMATE FRITO SOLIS BRIK/350gr;U;96;48;33.6;;0,77;;73,92;0,56
230150;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;E23;LEVADURA MAURIPAN SECA 1/500gr;U;2;1.1;1;;4,99;;9,98;2
230150;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;E23;LEVADURA MAURIPAN SECA 1/500gr;U;8;4.4;4;;4,99;;39,92;2
230150;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;L13;SAL GRUESA 1/KILO;K;5;5;5;;0,3;;1,5;0,22
230150;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;L14;SAL FINA YODADA 1/KILO;K;6;7.2;6;;0,3;;1,8;0,19
230150;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;X56;TE NORMAL C/100 Sobres;U;3;1.05;0.85;;2,73;;8,19;1,95
230150;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;L28;ALUBIA BLANCA PAQUETE KILO;K;3;3.3;3;;2,66;;7,98;1,95
230150;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;L27;LENTEJA CASTELLANA 1/KILO;K;5;5.5;5;;3,71;;18,55;1,45
230150;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;T68;PASTA TIBURON 1/500gr;U;20;10.55;10;;0,92;;18,4;0,68
230150;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;GG5;AZUCAR BLANQUILLA 1/KILO;K;59;61.45;59;;1,66;;97,94;1,23
230150;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;T64;PASTA PLUMA-MACARRON 1/500gr;U;16;8.89;8;;0,88;;14,08;0,59
230150;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;M45;CALDO POLLO 12 PASTILLAS;U;20;2.5;1.25;;1,65;;33;0,337
230150;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;L32;CALDO CARNE 12 PASTILLAS;U;2;0.25;0.12;;1,65;;3,3;0,337
230150;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;T63;PASTA ESPAGUETI 1/500Gr;U;30;15.83;15;;0,88;;26,4;0,59
230150;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;W57;SOPA POLLO C/FIDEOS 24/66gr;U;1;2;1.6;;0,49;;11,76;0,2517
230150;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;W56;SOPA VERDURAS 24/51gr;U;1;1.7;1.6;;0,49;;11,76;0,2802
230150;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;419;ACEITE OLIVA SUAVE LITRO;U;45;46.44;45;;4,6;;207;3,68
230150;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;GN3;ACEITE GIRASOL LITRO;U;70;79.33;70;;2,55;;178,5;1,95
230150;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;G31;PAN RALLADO 1/250grs;U;16;4;4;;0,55;;8,8;0,392
230150;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;RT2;VINO BLANCO BRIK 1/LT;U;12;13.57;12;;1,05;;12,6;0,75
230150;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;97;COCA-COLA EN LATAS 24/33cc;U;5;46.5;39.6;;0,68;;81,6;0,48
230150;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;K10;TANG MULTIPACK LIMON 30/30gr;U;2;1.2;0.6;;0,42;;25,2;0,3
230150;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;¥02;TANG MULTIPACK PI¥A 30/30gr;U;1;0.58;0.52;;0,42;;12,6;0,304
230150;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;K11;TANG MULTIPACK NARANJA 30/30gr;U;2;1.14;1.04;;0,42;;25,2;0,3
230150;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;L62;TANG MLTIPACK TROPICAL 30/30gr;U;1;0.58;0.52;;0,42;;12,6;0,3
230150;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;0WC;PIMENTON DULCE 400GR.;U;1;0.5;0.4;;4,65;;4,65;3,09
230150;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;X42;AZAFRAN/COLORANTE ALIM C/100sb;U;2;0.8;0.8;;5,4;;10,8;1,97
230150;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;CE7;BOTE CURRY POLVO BI/800gr;U;1;1;1;;4,75;;4,75;3,43
230150;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;710;SALSA TABASCO PICANTE 1/60ml;U;24;1.8;1.44;;3,25;;78;2,49
230150;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;M10;GARBANZO MEJICANO 1/KILO;K;3;3.3;3;;2,65;;7,95;1,95
230150;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;L32;CALDO CARNE 12 PASTILLAS;U;18;2.25;2.25;;1,65;;29,7;0,337
230150;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;99;KAS NARANJA LATAS 24/33cc;U;3;27;23.76;;0,49;;35,28;0,35
230150;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;1ZO;CAJA C.120x100x94 C/T+V+PALLET;U;4;96;96;;68;;272;54,26
230150;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;466;ESTRELLA GALICIA LATAS 24/33cc;U;5;47;39.6;;0,64;;76,8;0,4912
230150;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;E20;ARROZ GRANO LARGO 1/KILO;K;192;196.76;192;;1,3;;249,6;1
230150;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;GP9;TOMATE TRITURADO 1/KG;U;30;37.5;30;;1,55;;46,5;0,9
230150;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;GP8;TOMATE NATURAL ENTERO 1/KG;U;10;12.5;10;;1,5;;15;0,9
230150;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;DT8;PIMIENTO MORRON 1/500grs;u;12;12;6;;1,19;;14,28;0,85
230151;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;E11;MERLUZA 4E AUSTRAL;K;2;22.4;21.47;25;8,45;;181,42;6,5
230151;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;0L3;QUESO EDAM BARRA 1/PIEZA;K;8;25.5;25.44;27.2;8,71;;221,58;6,1
230151;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;K12;CHORIZO PAMPLONA BARRA;K;1;5;4;4;8,4;;30,96;6,21
230151;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;H28;MORTADELA SICILIANA;K;1;3;2.6;2.6;4,3;;11,18;2,806
230151;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;720;CHORIZO CASERO PARA COCIDO;K;1;7;6;6;5,9;;31,92;4,35
230151;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;29Z;PINCHO ADOBADO ZORZA CONGELADO;K;1;7;6;6;5,74;;34,44;4,1
230151;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;706;CHORIZO CRIOLLO;K;3;9.99;9;9;5,72;;51,48;4,1
230151;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;RB1;HAMBURGUESA TERNERA CONGELADA;K;6;21;20.61;20.7;8,97;;178,89;6,9
230151;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;594;COSTILLA CERDO CARNUDA SALADA;K;1;16;15.7;15.7;6,08;;95,46;4,5
230151;S;18/01/2023;372;ALEMAR PESQUEROS, S. L.;ALEMAR PRIMERO;E11;MERLUZA 4E AUSTRAL;K;2;22.4;21.47;24;8,45;;181,42;6,5
